name,year,quarter,prs_count,issues_count
TSQL,2015,3,1099,677.0
TeX,2015,3,1064,1591.0
F#,2015,3,1060,1615.0
Thrift,2015,3,1034,111.0
Dockerfile,2015,3,924,700.0
CMake,2015,3,806,627.0
PureScript,2015,3,712,442.0
Vim script,2015,3,680,1200.0
XSLT,2015,3,589,549.0
MATLAB,2015,3,486,536.0
D,2015,3,470,669.0
SCSS,2015,3,458,119.0
ooc,2015,3,446,145.0
Haxe,2015,3,428,801.0
Fortran,2015,3,421,245.0
Gherkin,2015,3,415,196.0
QML,2015,3,398,944.0
PLpgSQL,2015,3,394,775.0
VimL,2015,3,388,422.0
Elm,2015,3,364,429.0
Standard ML,2015,3,350,270.0
ActionScript,2015,3,338,602.0
Objective-C++,2015,3,333,278.0
Smalltalk,2015,3,324,733.0
Racket,2015,3,312,292.0
Pascal,2015,3,300,458.0
Vala,2015,3,299,593.0
Matlab,2015,3,295,512.0
Scheme,2015,3,294,143.0
SQF,2015,3,294,424.0
Common Lisp,2015,3,265,305.0
HCL,2015,3,258,130.0
mIRC Script,2015,3,253,
SaltStack,2015,3,251,
Batchfile,2015,3,248,291.0
ColdFusion,2015,3,236,347.0
JSON,2015,3,232,
GCC Machine Description,2015,3,228,
Raku,2015,3,211,
Assembly,2015,3,209,174.0
Apex,2015,3,198,314.0
Perl 6,2015,3,176,183.0
Crystal,2015,3,170,129.0
Protocol Buffer,2015,3,168,119.0
Arduino,2015,3,166,422.0
Processing,2015,3,165,
BitBake,2015,3,160,
Vue,2015,3,157,182.0
Jinja,2015,3,156,
SourcePawn,2015,3,144,217.0
Groff,2015,3,137,
Roff,2015,3,137,274.0
Mustache,2015,3,129,
Cuda,2015,3,121,148.0
Eagle,2015,3,104,185.0
IDL,2015,3,104,
PLSQL,2015,3,102,163.0
Mathematica,2015,3,101,118.0
JavaScript,2015,4,276229,289862.0
Python,2015,4,168664,137574.0
Ruby,2015,4,124970,54106.0
Java,2015,4,122191,125350.0
PHP,2015,4,99509,89955.0
Go,2015,4,59519,42766.0
C++,2015,4,57276,61457.0
HTML,2015,4,55186,36431.0
C#,2015,4,39029,49762.0
C,2015,4,32850,32525.0
Shell,2015,4,26602,19943.0
CSS,2015,4,26552,19748.0
TypeScript,2015,4,23795,29695.0
Scala,2015,4,16244,10665.0
Objective-C,2015,4,15228,19782.0
Swift,2015,4,13527,13358.0
CoffeeScript,2015,4,8830,12287.0
Rust,2015,4,6159,4754.0
Clojure,2015,4,5971,4960.0
Lua,2015,4,4545,6690.0
DM,2015,4,4401,2319.0
Perl,2015,4,4022,4007.0
Jupyter Notebook,2015,4,3731,2666.0
Haskell,2015,4,3503,4622.0
Kotlin,2015,4,3444,5144.0
Erlang,2015,4,3433,2598.0
Makefile,2015,4,3353,1598.0
Groovy,2015,4,3144,3360.0
Nix,2015,4,2970,1094.0
PowerShell,2015,4,2932,1821.0
Elixir,2015,4,2779,2197.0
Emacs Lisp,2015,4,2605,3395.0
Dart,2015,4,2299,4421.0
R,2015,4,2173,2749.0
Visual Basic,2015,4,2032,711.0
Puppet,2015,4,1976,809.0
F#,2015,4,1854,1702.0
Julia,2015,4,1731,1895.0
TeX,2015,4,1683,2012.0
OCaml,2015,4,1597,1539.0
ApacheConf,2015,4,1550,237.0
ooc,2015,4,1195,389.0
Dockerfile,2015,4,1096,937.0
YAML,2015,4,1056,
Vim script,2015,4,947,1231.0
Assembly,2015,4,857,371.0
TSQL,2015,4,838,519.0
CMake,2015,4,641,550.0
PureScript,2015,4,637,444.0
SCSS,2015,4,602,119.0
Fortran,2015,4,575,417.0
Haxe,2015,4,572,682.0
Common Lisp,2015,4,566,298.0
Perl 6,2015,4,551,525.0
MATLAB,2015,4,490,479.0
XSLT,2015,4,481,389.0
Objective-C++,2015,4,474,208.0
Elm,2015,4,444,546.0
Scheme,2015,4,427,184.0
PLpgSQL,2015,4,402,680.0
VimL,2015,4,399,452.0
Raku,2015,4,398,
QML,2015,4,396,976.0
D,2015,4,376,568.0
ActionScript,2015,4,352,420.0
HCL,2015,4,350,
Matlab,2015,4,341,593.0
Smalltalk,2015,4,336,288.0
Batchfile,2015,4,333,311.0
Apex,2015,4,325,394.0
Pascal,2015,4,300,988.0
Racket,2015,4,297,174.0
Gherkin,2015,4,291,160.0
Standard ML,2015,4,285,165.0
Crystal,2015,4,273,130.0
JSON,2015,4,269,
Perl6,2015,4,261,
ColdFusion,2015,4,252,267.0
Protocol Buffer,2015,4,248,149.0
Arduino,2015,4,247,299.0
SaltStack,2015,4,241,
Vue,2015,4,223,375.0
SQF,2015,4,209,226.0
GCC Machine Description,2015,4,180,
Smarty,2015,4,180,113.0
SourcePawn,2015,4,176,234.0
BitBake,2015,4,172,
Vala,2015,4,168,609.0
Eiffel,2015,4,168,
Tcl,2015,4,166,
Jinja,2015,4,165,
Eagle,2015,4,165,201.0
Jsonnet,2015,4,161,
OpenEdge ABL,2015,4,152,157.0
Roff,2015,4,149,273.0
LLVM,2015,4,148,
GLSL,2015,4,145,
Markdown,2015,4,145,
Processing,2015,4,141,102.0
PostScript,2015,4,139,135.0
Groff,2015,4,138,119.0
Web Ontology Language,2015,4,128,139.0
mIRC Script,2015,4,124,
Slash,2015,4,122,
FORTRAN,2015,4,115,
API Blueprint,2015,4,106,
Common Workflow Language,2015,4,105,
PLSQL,2015,4,105,243.0
IDL,2015,4,105,
JavaScript,2016,1,354843,341480.0
Python,2016,1,191398,156217.0
Java,2016,1,140080,141490.0
Ruby,2016,1,137821,59768.0
PHP,2016,1,109603,102200.0
Go,2016,1,72346,56474.0
C++,2016,1,67634,68959.0
HTML,2016,1,63078,41575.0
C#,2016,1,40577,55768.0
C,2016,1,36877,34996.0
CSS,2016,1,34210,23708.0
TypeScript,2016,1,32257,42218.0
Shell,2016,1,29124,24058.0
Scala,2016,1,20215,12614.0
Objective-C,2016,1,17666,18937.0
Swift,2016,1,17485,16074.0
CoffeeScript,2016,1,9333,11845.0
Rust,2016,1,8683,7529.0
Lua,2016,1,5523,6925.0
Jupyter Notebook,2016,1,5124,4285.0
Clojure,2016,1,5091,4205.0
DM,2016,1,4698,2360.0
Perl,2016,1,4669,4742.0
Kotlin,2016,1,4585,6899.0
Groovy,2016,1,4243,3856.0
Makefile,2016,1,3749,1686.0
Visual Basic,2016,1,3632,1583.0
PowerShell,2016,1,3552,2634.0
Nix,2016,1,3522,1308.0
Elixir,2016,1,3511,2708.0
Erlang,2016,1,3443,2900.0
Haskell,2016,1,3349,4630.0
R,2016,1,3086,3297.0
Puppet,2016,1,2985,742.0
Dart,2016,1,2819,4789.0
Emacs Lisp,2016,1,2533,3403.0
OCaml,2016,1,2190,2087.0
TeX,2016,1,2065,1937.0
F#,2016,1,1638,1397.0
Julia,2016,1,1442,1756.0
Dockerfile,2016,1,1257,1026.0
YAML,2016,1,1256,
Vim script,2016,1,1107,1907.0
ooc,2016,1,881,240.0
Fortran,2016,1,809,455.0
Haxe,2016,1,804,774.0
SCSS,2016,1,726,127.0
PureScript,2016,1,713,422.0
XSLT,2016,1,696,464.0
TSQL,2016,1,685,965.0
MATLAB,2016,1,669,714.0
Smalltalk,2016,1,651,771.0
CMake,2016,1,638,514.0
Common Lisp,2016,1,638,439.0
Elm,2016,1,617,534.0
D,2016,1,601,1135.0
Vue,2016,1,597,546.0
Matlab,2016,1,587,691.0
Objective-C++,2016,1,582,274.0
GLSL,2016,1,472,154.0
Crystal,2016,1,456,299.0
HCL,2016,1,446,168.0
Vala,2016,1,421,952.0
Pascal,2016,1,420,1003.0
Apex,2016,1,399,417.0
Perl 6,2016,1,392,304.0
Assembly,2016,1,392,350.0
ColdFusion,2016,1,391,301.0
QML,2016,1,386,796.0
Scheme,2016,1,377,265.0
RobotFramework,2016,1,373,
Objective-J,2016,1,371,
WebAssembly,2016,1,368,116.0
PLpgSQL,2016,1,353,542.0
Markdown,2016,1,340,
Arduino,2016,1,339,370.0
VimL,2016,1,331,446.0
Batchfile,2016,1,326,365.0
Jsonnet,2016,1,316,
Gherkin,2016,1,314,174.0
SQF,2016,1,307,398.0
BitBake,2016,1,279,151.0
Standard ML,2016,1,278,227.0
API Blueprint,2016,1,277,
SaltStack,2016,1,267,111.0
Nim,2016,1,265,
Cucumber,2016,1,262,
mIRC Script,2016,1,261,
Roff,2016,1,243,240.0
SourcePawn,2016,1,242,340.0
Protocol Buffer,2016,1,224,168.0
ActionScript,2016,1,221,390.0
Tcl,2016,1,211,
ApacheConf,2016,1,206,
JSON,2016,1,201,
Cuda,2016,1,198,278.0
Eagle,2016,1,182,189.0
Raku,2016,1,175,
Racket,2016,1,174,152.0
Jinja,2016,1,169,108.0
SystemVerilog,2016,1,158,
PLSQL,2016,1,157,339.0
Processing,2016,1,149,130.0
Game Maker Language,2016,1,149,
Smarty,2016,1,148,285.0
NSIS,2016,1,144,
SQLPL,2016,1,134,126.0
Xtend,2016,1,131,192.0
Nginx,2016,1,128,267.0
Mathematica,2016,1,128,
Mustache,2016,1,127,
LiveScript,2016,1,126,288.0
Verilog,2016,1,123,116.0
Eiffel,2016,1,120,
Rascal,2016,1,118,269.0
Stylus,2016,1,114,
YARA,2016,1,112,
GCC Machine Description,2016,1,112,
Ceylon,2016,1,111,160.0
PostScript,2016,1,110,132.0
Modelica,2016,1,107,
Perl6,2016,1,105,
MoonScript,2016,1,101,
JavaScript,2016,2,373028,319149.0
Python,2016,2,201763,155586.0
Java,2016,2,145221,144151.0
Ruby,2016,2,108650,58896.0
PHP,2016,2,106539,93859.0
Go,2016,2,74733,58174.0
C++,2016,2,69711,66252.0
HTML,2016,2,61002,37118.0
C#,2016,2,43169,57742.0
TypeScript,2016,2,42717,55301.0
C,2016,2,36068,46635.0
CSS,2016,2,31216,23638.0
Shell,2016,2,30939,23418.0
Scala,2016,2,21732,12367.0
Swift,2016,2,19736,17834.0
Objective-C,2016,2,13456,17917.0
Rust,2016,2,9310,6204.0
CoffeeScript,2016,2,8248,9997.0
Clojure,2016,2,5408,3854.0
Lua,2016,2,5357,7401.0
DM,2016,2,5241,2195.0
Groovy,2016,2,4978,4157.0
Kotlin,2016,2,4883,7336.0
Jupyter Notebook,2016,2,4604,4113.0
Elixir,2016,2,4342,3217.0
Perl,2016,2,4202,4197.0
Haskell,2016,2,3581,5056.0
Makefile,2016,2,3540,1538.0
Erlang,2016,2,3540,2631.0
Nix,2016,2,3451,1180.0
R,2016,2,3171,3438.0
PowerShell,2016,2,3163,2659.0
Dart,2016,2,2630,4077.0
Visual Basic,2016,2,2554,1063.0
OCaml,2016,2,2528,2126.0
TeX,2016,2,2498,2251.0
Puppet,2016,2,2299,562.0
Emacs Lisp,2016,2,2232,2874.0
F#,2016,2,1920,1386.0
Julia,2016,2,1760,2003.0
YAML,2016,2,1545,142.0
Common Lisp,2016,2,1309,673.0
Vim script,2016,2,1255,1491.0
Dockerfile,2016,2,1188,1015.0
TSQL,2016,2,1018,702.0
CMake,2016,2,937,651.0
SCSS,2016,2,873,247.0
Elm,2016,2,714,751.0
Matlab,2016,2,689,850.0
Objective-C++,2016,2,655,421.0
PLpgSQL,2016,2,626,1014.0
Haxe,2016,2,626,960.0
PureScript,2016,2,625,451.0
Fortran,2016,2,611,430.0
HCL,2016,2,594,158.0
XSLT,2016,2,556,403.0
Vue,2016,2,540,969.0
Gherkin,2016,2,539,181.0
MATLAB,2016,2,513,584.0
WebAssembly,2016,2,512,
Smalltalk,2016,2,490,847.0
BitBake,2016,2,467,177.0
D,2016,2,466,830.0
Tcl,2016,2,465,290.0
ooc,2016,2,440,
Scheme,2016,2,419,332.0
QML,2016,2,417,770.0
RobotFramework,2016,2,410,
GLSL,2016,2,401,182.0
Perl 6,2016,2,394,369.0
Arduino,2016,2,393,324.0
SQF,2016,2,391,710.0
Crystal,2016,2,389,308.0
Batchfile,2016,2,381,405.0
SourcePawn,2016,2,356,475.0
Mustache,2016,2,337,
Markdown,2016,2,333,
Roff,2016,2,311,340.0
JSON,2016,2,301,
Pascal,2016,2,301,569.0
PLSQL,2016,2,298,259.0
ColdFusion,2016,2,296,281.0
Vala,2016,2,276,654.0
Apex,2016,2,254,339.0
Prolog,2016,2,252,125.0
PostScript,2016,2,239,159.0
Nim,2016,2,239,
API Blueprint,2016,2,233,
Protocol Buffer,2016,2,232,141.0
SQLPL,2016,2,228,277.0
Rascal,2016,2,222,202.0
Assembly,2016,2,215,266.0
ActionScript,2016,2,207,555.0
ASP,2016,2,206,136.0
Raku,2016,2,206,
Jsonnet,2016,2,206,
Rich Text Format,2016,2,203,158.0
ApacheConf,2016,2,203,150.0
Smarty,2016,2,197,138.0
Starlark,2016,2,196,
Xtend,2016,2,191,209.0
VimL,2016,2,189,292.0
SaltStack,2016,2,189,111.0
Zephir,2016,2,186,
mIRC Script,2016,2,176,
Standard ML,2016,2,168,171.0
SAS,2016,2,157,331.0
Groff,2016,2,147,
Jinja,2016,2,143,
Verilog,2016,2,142,
Racket,2016,2,142,197.0
Eagle,2016,2,132,144.0
Stylus,2016,2,129,
Logos,2016,2,126,
Cuda,2016,2,118,188.0
Nginx,2016,2,117,265.0
GAP,2016,2,114,213.0
Processing,2016,2,111,228.0
JavaScript,2016,3,370929,300925.0
Python,2016,3,199829,158667.0
Java,2016,3,133170,147798.0
Ruby,2016,3,99275,51250.0
PHP,2016,3,96026,90222.0
Go,2016,3,77394,59166.0
C++,2016,3,66654,64794.0
HTML,2016,3,52673,32927.0
TypeScript,2016,3,50335,69819.0
C#,2016,3,43185,69820.0
C,2016,3,34589,34084.0
Shell,2016,3,28659,22577.0
CSS,2016,3,26991,20877.0
Swift,2016,3,22293,20687.0
Scala,2016,3,21146,11051.0
Objective-C,2016,3,12227,18339.0
Rust,2016,3,8355,6482.0
CoffeeScript,2016,3,6562,8932.0
Jupyter Notebook,2016,3,6473,4699.0
Kotlin,2016,3,5743,8399.0
Lua,2016,3,5286,7579.0
Clojure,2016,3,4867,3591.0
Groovy,2016,3,4271,3040.0
Nix,2016,3,4048,1325.0
Elixir,2016,3,3922,3669.0
DM,2016,3,3870,1302.0
Perl,2016,3,3815,3444.0
Haskell,2016,3,3680,4616.0
PowerShell,2016,3,3131,2560.0
Makefile,2016,3,3115,1367.0
Erlang,2016,3,3057,2206.0
R,2016,3,2447,2997.0
OCaml,2016,3,2325,2262.0
Dart,2016,3,2174,3590.0
Puppet,2016,3,2150,548.0
Julia,2016,3,2134,2074.0
Visual Basic,2016,3,2041,930.0
Emacs Lisp,2016,3,2012,2678.0
F#,2016,3,1373,1384.0
Dockerfile,2016,3,1321,1022.0
Vim script,2016,3,1254,1639.0
Vue,2016,3,1175,1628.0
TeX,2016,3,1151,1376.0
SCSS,2016,3,956,266.0
Fortran,2016,3,786,402.0
Objective-C++,2016,3,742,598.0
Haxe,2016,3,735,819.0
TSQL,2016,3,718,453.0
YAML,2016,3,677,
CMake,2016,3,635,429.0
Elm,2016,3,607,651.0
Matlab,2016,3,579,743.0
MATLAB,2016,3,519,686.0
Scheme,2016,3,471,352.0
XSLT,2016,3,469,326.0
PLpgSQL,2016,3,446,619.0
BitBake,2016,3,437,244.0
HCL,2016,3,429,202.0
PureScript,2016,3,428,449.0
Tcl,2016,3,419,175.0
Crystal,2016,3,413,368.0
QML,2016,3,387,790.0
Mustache,2016,3,383,
Common Lisp,2016,3,375,425.0
Gherkin,2016,3,369,299.0
SQF,2016,3,353,491.0
Protocol Buffer,2016,3,333,136.0
D,2016,3,327,659.0
Perl 6,2016,3,307,552.0
Smalltalk,2016,3,306,390.0
Starlark,2016,3,295,
Apex,2016,3,291,420.0
Batchfile,2016,3,291,387.0
GLSL,2016,3,290,164.0
Markdown,2016,3,287,
Roff,2016,3,284,502.0
Arduino,2016,3,268,310.0
RobotFramework,2016,3,268,197.0
Nim,2016,3,263,111.0
SaltStack,2016,3,253,203.0
Vala,2016,3,250,899.0
Visual Basic .NET,2016,3,250,
Pascal,2016,3,249,726.0
mIRC Script,2016,3,243,
Raku,2016,3,235,
Nginx,2016,3,219,326.0
Xtend,2016,3,217,166.0
Stylus,2016,3,216,
SourcePawn,2016,3,215,852.0
ooc,2016,3,211,
Rascal,2016,3,187,197.0
ColdFusion,2016,3,185,545.0
Assembly,2016,3,183,240.0
API Blueprint,2016,3,182,
PLSQL,2016,3,171,307.0
Racket,2016,3,165,246.0
VimL,2016,3,163,176.0
Smarty,2016,3,162,108.0
Rich Text Format,2016,3,152,
WebAssembly,2016,3,151,
Jinja,2016,3,150,185.0
Jsonnet,2016,3,147,
ApacheConf,2016,3,147,
Standard ML,2016,3,134,321.0
DIGITAL Command Language,2016,3,133,
Common Workflow Language,2016,3,130,
Cuda,2016,3,130,246.0
ASP,2016,3,129,110.0
FORTRAN,2016,3,113,
YARA,2016,3,110,
ActionScript,2016,3,108,264.0
XQuery,2016,3,107,
M4,2016,3,105,
Eagle,2016,3,104,162.0
JavaScript,2016,4,381082,294457.0
Python,2016,4,205626,156299.0
Java,2016,4,146732,167850.0
PHP,2016,4,102718,88617.0
Ruby,2016,4,100313,48860.0
Go,2016,4,83963,63683.0
C++,2016,4,70054,66106.0
HTML,2016,4,62026,36111.0
TypeScript,2016,4,60006,76790.0
C#,2016,4,45681,59464.0
C,2016,4,38772,35647.0
Shell,2016,4,32824,23655.0
CSS,2016,4,28675,22177.0
Swift,2016,4,22300,22337.0
Scala,2016,4,22250,12524.0
Objective-C,2016,4,12246,16691.0
Rust,2016,4,8229,6302.0
CoffeeScript,2016,4,7360,8065.0
Jupyter Notebook,2016,4,7016,4911.0
Lua,2016,4,6627,7562.0
Kotlin,2016,4,5814,6910.0
Clojure,2016,4,4895,3570.0
Elixir,2016,4,4545,4035.0
Perl,2016,4,4317,6040.0
Groovy,2016,4,4313,3089.0
Nix,2016,4,3878,1234.0
DM,2016,4,3575,1421.0
Haskell,2016,4,3376,3770.0
PowerShell,2016,4,3363,2621.0
Erlang,2016,4,3269,2426.0
Dart,2016,4,2864,3681.0
Vue,2016,4,2830,4307.0
Makefile,2016,4,2798,1363.0
OCaml,2016,4,2788,2542.0
R,2016,4,2428,3287.0
Visual Basic,2016,4,2352,1089.0
Puppet,2016,4,2115,464.0
Emacs Lisp,2016,4,1915,2629.0
Dockerfile,2016,4,1877,1175.0
Vim script,2016,4,1858,2064.0
F#,2016,4,1383,1675.0
TeX,2016,4,1370,1432.0
Julia,2016,4,1216,1426.0
Elm,2016,4,1125,999.0
CMake,2016,4,1059,742.0
SCSS,2016,4,1023,266.0
PureScript,2016,4,848,396.0
YAML,2016,4,740,141.0
Matlab,2016,4,738,621.0
MATLAB,2016,4,720,934.0
TSQL,2016,4,699,668.0
HCL,2016,4,692,243.0
Fortran,2016,4,651,496.0
PLpgSQL,2016,4,648,649.0
Objective-C++,2016,4,643,591.0
Perl6,2016,4,624,
Gherkin,2016,4,600,534.0
Crystal,2016,4,572,415.0
BitBake,2016,4,531,294.0
Haxe,2016,4,525,837.0
Common Lisp,2016,4,493,574.0
XSLT,2016,4,482,426.0
Visual Basic .NET,2016,4,425,275.0
RobotFramework,2016,4,422,180.0
SQF,2016,4,408,565.0
Pascal,2016,4,401,777.0
Prolog,2016,4,382,
Arduino,2016,4,368,310.0
Perl 6,2016,4,366,400.0
Smalltalk,2016,4,364,601.0
QML,2016,4,358,753.0
Smarty,2016,4,340,136.0
D,2016,4,331,734.0
Batchfile,2016,4,325,305.0
Xtend,2016,4,325,112.0
GLSL,2016,4,288,125.0
ooc,2016,4,285,
Mustache,2016,4,282,
mIRC Script,2016,4,279,
Assembly,2016,4,270,262.0
LLVM,2016,4,267,
SourcePawn,2016,4,265,471.0
Raku,2016,4,260,
Apex,2016,4,259,336.0
Scheme,2016,4,258,270.0
SQLPL,2016,4,253,
VHDL,2016,4,252,289.0
Roff,2016,4,247,571.0
Vala,2016,4,246,752.0
WebAssembly,2016,4,231,
Coq,2016,4,223,
ColdFusion,2016,4,221,438.0
SaltStack,2016,4,220,
VimL,2016,4,210,135.0
ApacheConf,2016,4,204,
Cuda,2016,4,203,364.0
Jinja,2016,4,202,231.0
PLSQL,2016,4,199,272.0
Eagle,2016,4,194,174.0
Standard ML,2016,4,193,217.0
Starlark,2016,4,191,
Jsonnet,2016,4,191,
1C Enterprise,2016,4,178,288.0
Nim,2016,4,171,125.0
Rich Text Format,2016,4,168,104.0
Nginx,2016,4,166,191.0
OpenEdge ABL,2016,4,163,236.0
Rascal,2016,4,161,293.0
Stylus,2016,4,142,
AGS Script,2016,4,139,
Pug,2016,4,138,
Racket,2016,4,133,125.0
API Blueprint,2016,4,131,
ABAP,2016,4,123,287.0
Processing,2016,4,120,
Tcl,2016,4,119,
Eiffel,2016,4,118,
GCC Machine Description,2016,4,118,
FreeMarker,2016,4,115,
M4,2016,4,114,
KiCad,2016,4,112,
AutoHotkey,2016,4,108,488.0
LiveScript,2016,4,105,150.0
Pan,2016,4,102,
JavaScript,2017,1,397530,324223.0
Python,2017,1,240232,186405.0
Java,2017,1,158813,186563.0
PHP,2017,1,113779,100275.0
Ruby,2017,1,110629,54339.0
Go,2017,1,93281,82613.0
C++,2017,1,78129,76431.0
TypeScript,2017,1,75170,92129.0
HTML,2017,1,64540,41473.0
C#,2017,1,54073,68483.0
C,2017,1,39191,39523.0
Shell,2017,1,35901,27348.0
CSS,2017,1,30705,22527.0
Scala,2017,1,24332,14967.0
Swift,2017,1,23880,21589.0
Objective-C,2017,1,11755,16485.0
Rust,2017,1,11336,9213.0
Jupyter Notebook,2017,1,9440,6063.0
Lua,2017,1,8950,9386.0
Kotlin,2017,1,7792,9760.0
CoffeeScript,2017,1,6523,7774.0
DM,2017,1,6359,2231.0
Elixir,2017,1,6164,4380.0
Clojure,2017,1,5519,4038.0
Groovy,2017,1,5463,3841.0
Perl,2017,1,4789,4922.0
Nix,2017,1,4727,1552.0
PowerShell,2017,1,4349,3151.0
Haskell,2017,1,4076,4316.0
Dart,2017,1,3862,5062.0
Erlang,2017,1,3313,2685.0
Makefile,2017,1,3199,1537.0
R,2017,1,3162,4613.0
Vue,2017,1,3056,6841.0
OCaml,2017,1,2754,2679.0
Vim script,2017,1,2615,3231.0
Visual Basic,2017,1,2596,1076.0
TeX,2017,1,2208,1746.0
Dockerfile,2017,1,2026,1384.0
Emacs Lisp,2017,1,1969,2800.0
Puppet,2017,1,1961,493.0
Julia,2017,1,1919,1294.0
F#,2017,1,1385,1512.0
Fortran,2017,1,1177,694.0
MATLAB,2017,1,1164,1045.0
SCSS,2017,1,1021,333.0
Elm,2017,1,997,1194.0
Objective-C++,2017,1,986,953.0
HCL,2017,1,915,391.0
TSQL,2017,1,909,844.0
PureScript,2017,1,875,535.0
CMake,2017,1,815,582.0
Gherkin,2017,1,789,600.0
XSLT,2017,1,757,538.0
Smarty,2017,1,729,420.0
Pascal,2017,1,698,789.0
Crystal,2017,1,697,464.0
PLpgSQL,2017,1,630,809.0
Roff,2017,1,549,649.0
Matlab,2017,1,516,560.0
BitBake,2017,1,515,189.0
Haxe,2017,1,489,713.0
Arduino,2017,1,459,352.0
D,2017,1,437,994.0
Common Lisp,2017,1,422,539.0
Visual Basic .NET,2017,1,415,205.0
YAML,2017,1,399,
GLSL,2017,1,377,296.0
RobotFramework,2017,1,373,451.0
Smalltalk,2017,1,357,675.0
Mustache,2017,1,341,
Vala,2017,1,335,1219.0
QML,2017,1,326,723.0
Apex,2017,1,314,525.0
PLSQL,2017,1,308,291.0
SaltStack,2017,1,305,114.0
Assembly,2017,1,296,259.0
Jsonnet,2017,1,284,
SourcePawn,2017,1,284,440.0
Batchfile,2017,1,270,908.0
SQF,2017,1,263,559.0
Starlark,2017,1,254,
Scheme,2017,1,246,242.0
Jinja,2017,1,244,252.0
Ada,2017,1,240,
ASP,2017,1,237,101.0
Raku,2017,1,229,
Nim,2017,1,226,199.0
Perl6,2017,1,224,
ABAP,2017,1,222,301.0
Xtend,2017,1,212,152.0
Markdown,2017,1,210,
Perl 6,2017,1,205,400.0
PostScript,2017,1,194,256.0
Standard ML,2017,1,186,157.0
Prolog,2017,1,185,
AutoIt,2017,1,182,168.0
ColdFusion,2017,1,168,329.0
Cuda,2017,1,166,197.0
FreeMarker,2017,1,165,151.0
Web Ontology Language,2017,1,164,372.0
Stylus,2017,1,163,
Protocol Buffer,2017,1,162,133.0
AutoHotkey,2017,1,156,386.0
Racket,2017,1,154,248.0
Rich Text Format,2017,1,153,145.0
Rascal,2017,1,150,199.0
WebAssembly,2017,1,150,
Groff,2017,1,146,
API Blueprint,2017,1,137,
Tcl,2017,1,133,142.0
Processing,2017,1,127,
KiCad,2017,1,122,131.0
Common Workflow Language,2017,1,120,144.0
mIRC Script,2017,1,119,
Component Pascal,2017,1,113,
Eagle,2017,1,113,
M4,2017,1,112,
OpenSCAD,2017,1,108,
SQLPL,2017,1,101,
SWIG,2017,1,101,
Coq,2017,1,100,
JavaScript,2017,2,388477,315237.0
Python,2017,2,251826,182148.0
Java,2017,2,157408,181404.0
Ruby,2017,2,108130,50332.0
PHP,2017,2,105055,94812.0
Go,2017,2,99153,75156.0
C++,2017,2,83233,76783.0
TypeScript,2017,2,81956,98231.0
HTML,2017,2,64912,37215.0
C#,2017,2,53596,63485.0
C,2017,2,38042,37890.0
CSS,2017,2,35449,22059.0
Shell,2017,2,34568,26722.0
Scala,2017,2,23711,14014.0
Swift,2017,2,22266,19818.0
Rust,2017,2,12682,9270.0
DM,2017,2,11293,2414.0
Objective-C,2017,2,11285,14726.0
Jupyter Notebook,2017,2,10612,6068.0
Kotlin,2017,2,9434,11457.0
Lua,2017,2,6732,9580.0
Groovy,2017,2,5475,3849.0
Elixir,2017,2,5443,4122.0
Clojure,2017,2,5122,3446.0
CoffeeScript,2017,2,5056,6487.0
Haskell,2017,2,4428,4612.0
Nix,2017,2,4187,1457.0
Dart,2017,2,4044,4675.0
Perl,2017,2,3992,4334.0
R,2017,2,3850,4847.0
PowerShell,2017,2,3837,3700.0
Vue,2017,2,3248,8247.0
Makefile,2017,2,2917,1645.0
OCaml,2017,2,2829,2379.0
Erlang,2017,2,2796,2445.0
HCL,2017,2,2481,1131.0
Visual Basic,2017,2,2433,780.0
Emacs Lisp,2017,2,2413,3288.0
Vim script,2017,2,2329,2793.0
Dockerfile,2017,2,2120,1230.0
Julia,2017,2,2016,1266.0
TeX,2017,2,1929,2120.0
Puppet,2017,2,1786,434.0
F#,2017,2,1531,1734.0
MATLAB,2017,2,1427,876.0
Visual Basic .NET,2017,2,1328,498.0
CMake,2017,2,1073,647.0
Elm,2017,2,1058,1055.0
PureScript,2017,2,1029,578.0
PLpgSQL,2017,2,927,1017.0
Fortran,2017,2,900,526.0
SCSS,2017,2,784,380.0
Crystal,2017,2,761,670.0
Matlab,2017,2,716,875.0
Vala,2017,2,694,2030.0
Perl 6,2017,2,690,520.0
BitBake,2017,2,654,367.0
Haxe,2017,2,641,548.0
Objective-C++,2017,2,626,506.0
Smarty,2017,2,622,229.0
Gherkin,2017,2,587,558.0
XSLT,2017,2,550,453.0
TSQL,2017,2,549,390.0
Perl6,2017,2,541,
Common Lisp,2017,2,529,598.0
D,2017,2,522,815.0
FreeMarker,2017,2,518,738.0
YAML,2017,2,500,110.0
Starlark,2017,2,468,182.0
Arduino,2017,2,465,385.0
Mustache,2017,2,441,
QML,2017,2,438,942.0
mIRC Script,2017,2,433,
Smalltalk,2017,2,421,643.0
SaltStack,2017,2,420,
SQF,2017,2,396,599.0
Roff,2017,2,389,492.0
Assembly,2017,2,374,236.0
Jinja,2017,2,362,473.0
Scheme,2017,2,339,288.0
Pascal,2017,2,315,670.0
Apex,2017,2,314,339.0
Nim,2017,2,291,233.0
PLSQL,2017,2,286,256.0
GLSL,2017,2,268,267.0
Batchfile,2017,2,266,363.0
WebAssembly,2017,2,257,
