name,year,quarter,prs_count,issues_count
JavaScript,2019,3,200008,126962.0
Python,2019,3,183282,108596.0
Java,2019,3,106327,84650.0
Go,2019,3,94910,62669.0
TypeScript,2019,3,83534,63144.0
C++,2019,3,75354,58385.0
Ruby,2019,3,62378,18069.0
PHP,2019,3,55042,44764.0
C#,2019,3,37212,41312.0
C,2019,3,31865,27777.0
HTML,2019,3,25928,14474.0
Shell,2019,3,19999,12842.0
Scala,2019,3,19017,5404.0
Nix,2019,3,10506,1626.0
Rust,2019,3,10127,4745.0
Kotlin,2019,3,10100,8067.0
Swift,2019,3,9717,8128.0
CSS,2019,3,8554,5656.0
Jupyter Notebook,2019,3,8441,3578.0
Dart,2019,3,7893,11877.0
Objective-C,2019,3,5558,7793.0
Elixir,2019,3,4984,1439.0
Starlark,2019,3,4781,724.0
Groovy,2019,3,4455,2499.0
DM,2019,3,4277,1703.0
Vue,2019,3,3441,4735.0
Perl,2019,3,2820,2520.0
Clojure,2019,3,2670,1344.0
Makefile,2019,3,2659,788.0
Lua,2019,3,2591,3840.0
OCaml,2019,3,1992,1597.0
Haskell,2019,3,1905,1698.0
CoffeeScript,2019,3,1715,1352.0
SCSS,2019,3,1712,205.0
PowerShell,2019,3,1690,1537.0
Emacs Lisp,2019,3,1605,2093.0
Dockerfile,2019,3,1556,1159.0
Vim script,2019,3,1331,1188.0
R,2019,3,1289,2291.0
Erlang,2019,3,1215,986.0
HCL,2019,3,903,428.0
Puppet,2019,3,888,100.0
Jsonnet,2019,3,830,1011.0
Julia,2019,3,709,986.0
Smarty,2019,3,671,
Lean,2019,3,633,
SystemVerilog,2019,3,605,268.0
Jinja,2019,3,581,402.0
Fortran,2019,3,538,427.0
YAML,2019,3,516,123.0
Apex,2019,3,512,153.0
MATLAB,2019,3,499,547.0
TSQL,2019,3,487,374.0
Visual Basic .NET,2019,3,473,167.0
F#,2019,3,427,626.0
Smalltalk,2019,3,374,689.0
PLpgSQL,2019,3,367,471.0
Stylus,2019,3,366,
TeX,2019,3,361,484.0
mIRC Script,2019,3,353,
Nunjucks,2019,3,348,461.0
BitBake,2019,3,344,133.0
Gherkin,2019,3,340,
Roff,2019,3,331,365.0
FreeMarker,2019,3,318,
Vala,2019,3,298,658.0
Coq,2019,3,298,
CMake,2019,3,281,364.0
Crystal,2019,3,278,113.0
WebAssembly,2019,3,273,
XSLT,2019,3,265,200.0
Elm,2019,3,263,118.0
ABAP,2019,3,260,187.0
Scheme,2019,3,240,156.0
SaltStack,2019,3,240,
ColdFusion,2019,3,193,330.0
Objective-C++,2019,3,186,
Haxe,2019,3,186,268.0
Mustache,2019,3,178,
Raku,2019,3,168,199.0
Common Lisp,2019,3,168,201.0
PureScript,2019,3,166,145.0
QML,2019,3,152,176.0
SourcePawn,2019,3,150,119.0
GLSL,2019,3,146,186.0
PLSQL,2019,3,139,206.0
Assembly,2019,3,135,160.0
Pascal,2019,3,132,312.0
Rich Text Format,2019,3,128,204.0
Perl 6,2019,3,124,271.0
D,2019,3,119,167.0
Batchfile,2019,3,118,123.0
Genshi,2019,3,117,
Nim,2019,3,116,188.0
Blade,2019,3,107,
SQF,2019,3,105,
JavaScript,2019,4,209556,116636.0
Python,2019,4,200425,107953.0
Java,2019,4,114364,80650.0
Go,2019,4,94630,58892.0
TypeScript,2019,4,90379,63034.0
Ruby,2019,4,77021,17556.0
C++,2019,4,75606,56278.0
PHP,2019,4,61066,44983.0
C#,2019,4,41040,42645.0
HTML,2019,4,32050,11182.0
C,2019,4,31651,27855.0
Shell,2019,4,20998,12789.0
Scala,2019,4,19466,4721.0
CSS,2019,4,11537,4491.0
Nix,2019,4,11194,1980.0
Kotlin,2019,4,10266,7486.0
Swift,2019,4,10056,7907.0
Rust,2019,4,10031,5406.0
Jupyter Notebook,2019,4,8815,4056.0
Dart,2019,4,8035,16437.0
Starlark,2019,4,7042,920.0
Objective-C,2019,4,5343,7088.0
DM,2019,4,4744,1542.0
Groovy,2019,4,4329,2288.0
Elixir,2019,4,4153,1106.0
Vue,2019,4,3636,3539.0
Perl,2019,4,3058,2654.0
Makefile,2019,4,2727,850.0
Clojure,2019,4,2389,1399.0
Lua,2019,4,2288,3012.0
Emacs Lisp,2019,4,2153,2361.0
OCaml,2019,4,2122,1412.0
PowerShell,2019,4,1854,1497.0
Haskell,2019,4,1811,1604.0
Dockerfile,2019,4,1743,1277.0
SCSS,2019,4,1634,224.0
Vim script,2019,4,1581,1187.0
CoffeeScript,2019,4,1550,1089.0
SystemVerilog,2019,4,1359,422.0
Erlang,2019,4,1348,778.0
HCL,2019,4,1281,733.0
R,2019,4,1230,1952.0
Puppet,2019,4,907,
Jsonnet,2019,4,817,718.0
YAML,2019,4,786,235.0
Smarty,2019,4,769,
F#,2019,4,691,596.0
TSQL,2019,4,688,280.0
Julia,2019,4,670,855.0
Lean,2019,4,639,
MATLAB,2019,4,613,479.0
PLpgSQL,2019,4,542,530.0
Fortran,2019,4,527,309.0
ABAP,2019,4,505,228.0
Stylus,2019,4,490,
Jinja,2019,4,482,350.0
BitBake,2019,4,473,171.0
Gherkin,2019,4,472,
JSON,2019,4,460,
Apex,2019,4,428,194.0
CMake,2019,4,416,324.0
mIRC Script,2019,4,406,
TeX,2019,4,391,370.0
FreeMarker,2019,4,342,
Roff,2019,4,341,139.0
Vala,2019,4,329,591.0
Smalltalk,2019,4,310,450.0
WebAssembly,2019,4,310,
Assembly,2019,4,304,144.0
Crystal,2019,4,287,150.0
Visual Basic .NET,2019,4,278,130.0
Elm,2019,4,275,114.0
Common Lisp,2019,4,257,228.0
Coq,2019,4,241,
Haxe,2019,4,227,276.0
Pascal,2019,4,221,376.0
Verilog,2019,4,213,
Nunjucks,2019,4,213,573.0
QML,2019,4,205,153.0
XSLT,2019,4,201,242.0
SWIG,2019,4,197,152.0
Raku,2019,4,194,237.0
Mustache,2019,4,175,
Objective-C++,2019,4,171,
SaltStack,2019,4,166,
GLSL,2019,4,124,148.0
D,2019,4,122,193.0
PLSQL,2019,4,120,172.0
Nim,2019,4,117,198.0
Genshi,2019,4,116,
Markdown,2019,4,110,
Batchfile,2019,4,108,137.0
Python,2020,1,198666,113350.0
JavaScript,2020,1,194914,113844.0
Java,2020,1,130135,79307.0
Go,2020,1,104381,60657.0
TypeScript,2020,1,97107,63649.0
C++,2020,1,81831,57767.0
Ruby,2020,1,77022,17439.0
PHP,2020,1,59297,46647.0
C#,2020,1,42113,38893.0
C,2020,1,33533,28949.0
HTML,2020,1,29170,11894.0
Shell,2020,1,21398,12559.0
Scala,2020,1,20963,4902.0
Nix,2020,1,12677,1898.0
CSS,2020,1,11298,5382.0
Kotlin,2020,1,11267,8540.0
Rust,2020,1,11008,5058.0
Swift,2020,1,10109,7145.0
Jupyter Notebook,2020,1,9633,4341.0
Dart,2020,1,7238,15115.0
Starlark,2020,1,6709,526.0
DM,2020,1,5458,1346.0
Groovy,2020,1,5000,2394.0
Objective-C,2020,1,4982,5685.0
Elixir,2020,1,4302,1649.0
Perl,2020,1,2963,2748.0
Vue,2020,1,2579,2739.0
Makefile,2020,1,2570,1074.0
Lua,2020,1,2424,4000.0
Clojure,2020,1,2258,1480.0
Emacs Lisp,2020,1,2117,2686.0
Haskell,2020,1,1989,1588.0
OCaml,2020,1,1934,1322.0
PowerShell,2020,1,1909,1311.0
SCSS,2020,1,1893,402.0
Vim script,2020,1,1855,1256.0
Dockerfile,2020,1,1792,1536.0
CoffeeScript,2020,1,1707,1132.0
SystemVerilog,2020,1,1586,483.0
HCL,2020,1,1320,539.0
Erlang,2020,1,1293,657.0
Julia,2020,1,1200,667.0
R,2020,1,1066,2017.0
Puppet,2020,1,1025,110.0
YAML,2020,1,940,176.0
Lean,2020,1,827,
Jinja,2020,1,775,440.0
Jsonnet,2020,1,764,627.0
Smarty,2020,1,742,
Fortran,2020,1,642,390.0
MATLAB,2020,1,568,501.0
F#,2020,1,521,516.0
TSQL,2020,1,510,542.0
BitBake,2020,1,502,121.0
PLpgSQL,2020,1,495,483.0
CMake,2020,1,422,308.0
Visual Basic .NET,2020,1,414,146.0
Elm,2020,1,401,125.0
TeX,2020,1,389,415.0
Gherkin,2020,1,347,
mIRC Script,2020,1,321,
Vala,2020,1,320,761.0
Stylus,2020,1,306,
JSON,2020,1,299,
WebAssembly,2020,1,281,
ABAP,2020,1,263,126.0
XSLT,2020,1,234,194.0
Coq,2020,1,234,
FreeMarker,2020,1,232,
Verilog,2020,1,227,
Roff,2020,1,224,139.0
Crystal,2020,1,213,149.0
Assembly,2020,1,199,188.0
QML,2020,1,198,187.0
SaltStack,2020,1,196,
Nim,2020,1,190,208.0
Raku,2020,1,189,264.0
Common Lisp,2020,1,188,184.0
Smalltalk,2020,1,184,673.0
GDScript,2020,1,176,
SWIG,2020,1,174,164.0
PLSQL,2020,1,166,206.0
PureScript,2020,1,165,
Haxe,2020,1,125,256.0
UnrealScript,2020,1,123,102.0
CodeQL,2020,1,120,
q,2020,1,114,
GLSL,2020,1,111,167.0
LLVM,2020,1,108,
Markdown,2020,1,102,
SourcePawn,2020,1,101,193.0
JavaScript,2020,2,217497,130010.0
Python,2020,2,216155,130779.0
Java,2020,2,143342,95035.0
Go,2020,2,111569,68285.0
TypeScript,2020,2,106263,71488.0
C++,2020,2,89203,67079.0
Ruby,2020,2,78918,17843.0
PHP,2020,2,63502,51279.0
C#,2020,2,45316,41858.0
C,2020,2,37046,41914.0
HTML,2020,2,29581,12128.0
Shell,2020,2,25082,14937.0
Scala,2020,2,19581,5204.0
Nix,2020,2,13743,2795.0
Rust,2020,2,12337,5857.0
CSS,2020,2,11523,5398.0
Kotlin,2020,2,11030,11188.0
Swift,2020,2,10213,7915.0
Jupyter Notebook,2020,2,9313,5316.0
Starlark,2020,2,8068,612.0
Dart,2020,2,7255,17099.0
Objective-C,2020,2,5017,6518.0
Groovy,2020,2,4903,3037.0
Elixir,2020,2,4575,2017.0
DM,2020,2,4179,1043.0
Vue,2020,2,3402,3431.0
Perl,2020,2,2996,2907.0
Makefile,2020,2,2794,1054.0
Lua,2020,2,2694,4129.0
Emacs Lisp,2020,2,2606,2941.0
Clojure,2020,2,2420,1516.0
Haskell,2020,2,2053,1889.0
SCSS,2020,2,2028,616.0
PowerShell,2020,2,1968,1453.0
SystemVerilog,2020,2,1897,550.0
OCaml,2020,2,1879,1492.0
Vim script,2020,2,1835,1519.0
Lean,2020,2,1750,
Dockerfile,2020,2,1721,1168.0
HCL,2020,2,1487,560.0
CoffeeScript,2020,2,1379,1315.0
Erlang,2020,2,1298,746.0
R,2020,2,1215,2777.0
CodeQL,2020,2,1003,197.0
Smarty,2020,2,934,
Julia,2020,2,842,678.0
Jinja,2020,2,839,453.0
YAML,2020,2,833,267.0
Jsonnet,2020,2,728,620.0
Fortran,2020,2,655,605.0
PLpgSQL,2020,2,635,418.0
F#,2020,2,627,624.0
MATLAB,2020,2,617,577.0
Puppet,2020,2,616,
Smalltalk,2020,2,543,1110.0
Vala,2020,2,473,867.0
BitBake,2020,2,458,209.0
CMake,2020,2,432,259.0
Verilog,2020,2,427,107.0
Common Lisp,2020,2,421,265.0
JSON,2020,2,418,
Crystal,2020,2,416,207.0
Visual Basic .NET,2020,2,407,165.0
Elm,2020,2,404,213.0
Assembly,2020,2,387,239.0
WebAssembly,2020,2,370,
ABAP,2020,2,360,208.0
TeX,2020,2,335,481.0
TSQL,2020,2,324,314.0
Stylus,2020,2,320,
Gherkin,2020,2,283,
PureScript,2020,2,273,
Pawn,2020,2,262,460.0
mIRC Script,2020,2,256,
Haxe,2020,2,247,383.0
Coq,2020,2,246,
XSLT,2020,2,228,211.0
Roff,2020,2,221,288.0
PLSQL,2020,2,216,135.0
Nim,2020,2,212,245.0
SWIG,2020,2,199,144.0
QML,2020,2,190,193.0
GLSL,2020,2,182,211.0
Batchfile,2020,2,173,120.0
M4,2020,2,167,
Pascal,2020,2,167,400.0
SourcePawn,2020,2,158,276.0
Nunjucks,2020,2,146,682.0
q,2020,2,146,
Raku,2020,2,133,257.0
Mustache,2020,2,133,
SaltStack,2020,2,125,
LLVM,2020,2,124,
Reason,2020,2,121,182.0
Scheme,2020,2,117,272.0
D,2020,2,116,180.0
POV-Ray SDL,2020,2,100,
JavaScript,2020,3,212385,99493.0
Python,2020,3,198027,111855.0
Java,2020,3,135037,81529.0
Go,2020,3,106440,63712.0
TypeScript,2020,3,102279,59676.0
C++,2020,3,79773,56178.0
Ruby,2020,3,69699,15347.0
PHP,2020,3,57435,40211.0
C#,2020,3,41563,35531.0
C,2020,3,30573,27170.0
HTML,2020,3,26978,9556.0
Shell,2020,3,21146,11796.0
Scala,2020,3,16042,4266.0
Nix,2020,3,12453,1940.0
Kotlin,2020,3,11121,8041.0
CSS,2020,3,10631,4083.0
Rust,2020,3,10027,4725.0
Jupyter Notebook,2020,3,8691,4052.0
Swift,2020,3,8682,6257.0
Dart,2020,3,8384,15461.0
Starlark,2020,3,8104,659.0
Groovy,2020,3,5101,2737.0
DM,2020,3,4666,1253.0
Objective-C,2020,3,4639,5158.0
Elixir,2020,3,3987,744.0
Vue,2020,3,3166,2661.0
Makefile,2020,3,2996,1086.0
Clojure,2020,3,2553,1534.0
Perl,2020,3,2473,2179.0
Lua,2020,3,2376,3637.0
SCSS,2020,3,2063,584.0
Lean,2020,3,2052,
SystemVerilog,2020,3,1916,648.0
Vim script,2020,3,1876,1175.0
Haskell,2020,3,1852,1384.0
Emacs Lisp,2020,3,1832,2238.0
OCaml,2020,3,1823,1177.0
PowerShell,2020,3,1722,1152.0
CoffeeScript,2020,3,1553,969.0
Dockerfile,2020,3,1540,996.0
HCL,2020,3,1464,560.0
Erlang,2020,3,1270,728.0
CodeQL,2020,3,1011,190.0
R,2020,3,852,2129.0
Jinja,2020,3,817,400.0
Puppet,2020,3,781,175.0
Julia,2020,3,739,410.0
Jsonnet,2020,3,704,435.0
Fortran,2020,3,648,435.0
YAML,2020,3,635,173.0
Smarty,2020,3,601,
ABAP,2020,3,532,300.0
Common Lisp,2020,3,523,176.0
PLpgSQL,2020,3,497,508.0
MATLAB,2020,3,467,561.0
F#,2020,3,456,314.0
Visual Basic .NET,2020,3,438,182.0
Smalltalk,2020,3,408,857.0
WebAssembly,2020,3,405,
Elm,2020,3,382,115.0
TeX,2020,3,372,387.0
BitBake,2020,3,368,133.0
Roff,2020,3,346,289.0
XSLT,2020,3,316,158.0
Stylus,2020,3,315,
TSQL,2020,3,315,182.0
Assembly,2020,3,304,228.0
CMake,2020,3,294,214.0
Verilog,2020,3,269,254.0
Gherkin,2020,3,255,
Vala,2020,3,237,506.0
mIRC Script,2020,3,213,
Haxe,2020,3,199,250.0
PureScript,2020,3,185,
Coq,2020,3,182,
PLSQL,2020,3,166,145.0
Markdown,2020,3,154,
Nim,2020,3,149,152.0
JSON,2020,3,142,
Raku,2020,3,136,157.0
Crystal,2020,3,134,116.0
Pascal,2020,3,130,376.0
GLSL,2020,3,120,142.0
Batchfile,2020,3,107,
POV-Ray SDL,2020,3,101,
QML,2020,3,100,136.0
Python,2020,4,196957,101529.0
JavaScript,2020,4,192854,94999.0
Java,2020,4,141231,71591.0
Go,2020,4,96644,54036.0
TypeScript,2020,4,94572,59135.0
C++,2020,4,78677,53876.0
Ruby,2020,4,77366,15203.0
PHP,2020,4,62561,41255.0
C#,2020,4,39853,35668.0
C,2020,4,32716,26721.0
HTML,2020,4,27345,9764.0
Shell,2020,4,21753,11826.0
Scala,2020,4,21235,4334.0
Nix,2020,4,15268,2684.0
Kotlin,2020,4,11212,7717.0
Rust,2020,4,9829,4512.0
Dart,2020,4,8551,13641.0
CSS,2020,4,8403,3859.0
Jupyter Notebook,2020,4,7988,3359.0
Swift,2020,4,7729,5523.0
Starlark,2020,4,6011,781.0
Objective-C,2020,4,4417,4829.0
Groovy,2020,4,4353,2125.0
Elixir,2020,4,3855,1302.0
DM,2020,4,3357,1288.0
Makefile,2020,4,2943,962.0
Perl,2020,4,2638,2286.0
Lua,2020,4,2611,3879.0
SCSS,2020,4,2546,636.0
Lean,2020,4,2320,
Vue,2020,4,2284,2580.0
OCaml,2020,4,2212,1214.0
Clojure,2020,4,2168,1001.0
SystemVerilog,2020,4,2079,635.0
PowerShell,2020,4,1848,1107.0
Vim script,2020,4,1844,1044.0
Haskell,2020,4,1793,1482.0
Emacs Lisp,2020,4,1742,2662.0
CoffeeScript,2020,4,1606,1319.0
Erlang,2020,4,1561,749.0
Dockerfile,2020,4,1400,993.0
HCL,2020,4,1380,498.0
CodeQL,2020,4,953,181.0
Smarty,2020,4,891,107.0
R,2020,4,843,1639.0
Julia,2020,4,823,533.0
Roff,2020,4,800,
Jinja,2020,4,755,10757.0
MATLAB,2020,4,742,611.0
Jsonnet,2020,4,585,354.0
F#,2020,4,564,718.0
PLpgSQL,2020,4,555,574.0
Puppet,2020,4,532,
PureScript,2020,4,515,172.0
Fortran,2020,4,497,360.0
WebAssembly,2020,4,495,
BitBake,2020,4,482,
TeX,2020,4,468,373.0
YAML,2020,4,463,119.0
Visual Basic .NET,2020,4,430,177.0
Assembly,2020,4,414,253.0
Elm,2020,4,359,109.0
TSQL,2020,4,325,317.0
Verilog,2020,4,277,194.0
XSLT,2020,4,272,172.0
Common Lisp,2020,4,251,178.0
CMake,2020,4,250,168.0
Gherkin,2020,4,245,101.0
Vala,2020,4,238,624.0
Smalltalk,2020,4,236,790.0
Stylus,2020,4,229,
mIRC Script,2020,4,218,
Crystal,2020,4,207,
Raku,2020,4,204,226.0
Coq,2020,4,191,
Haxe,2020,4,164,140.0
Cuda,2020,4,152,166.0
D,2020,4,152,234.0
Nim,2020,4,146,220.0
Pascal,2020,4,145,391.0
Nunjucks,2020,4,136,794.0
GLSL,2020,4,130,119.0
Xtend,2020,4,128,
PostScript,2020,4,126,
SaltStack,2020,4,123,
Visual Basic,2020,4,119,
Markdown,2020,4,104,
Standard ML,2020,4,103,204.0
SourcePawn,2020,4,103,145.0
q,2020,4,100,
Python,2021,1,193698,99287.0
JavaScript,2021,1,188179,86877.0
Java,2021,1,123189,68137.0
TypeScript,2021,1,92310,54880.0
Go,2021,1,89986,50603.0
Ruby,2021,1,82686,16102.0
C++,2021,1,73674,50471.0
PHP,2021,1,55708,37100.0
C#,2021,1,38167,32956.0
C,2021,1,34126,28092.0
HTML,2021,1,25867,8571.0
Shell,2021,1,23617,11162.0
Scala,2021,1,20387,3850.0
Nix,2021,1,17286,2142.0
Kotlin,2021,1,11204,5633.0
Dart,2021,1,9029,13973.0
CSS,2021,1,8459,3516.0
Rust,2021,1,8446,4182.0
Jupyter Notebook,2021,1,7581,3465.0
Swift,2021,1,6687,4723.0
Starlark,2021,1,5198,738.0
DM,2021,1,4288,1143.0
Groovy,2021,1,3921,1989.0
Objective-C,2021,1,3767,3687.0
Elixir,2021,1,3384,773.0
Makefile,2021,1,2947,783.0
SCSS,2021,1,2886,533.0
Lean,2021,1,2685,
Lua,2021,1,2433,2892.0
Perl,2021,1,2353,2121.0
Vue,2021,1,2287,1918.0
SystemVerilog,2021,1,2267,690.0
Emacs Lisp,2021,1,2086,2207.0
Erlang,2021,1,1801,839.0
Clojure,2021,1,1724,864.0
CoffeeScript,2021,1,1698,856.0
Haskell,2021,1,1621,1349.0
PowerShell,2021,1,1614,1076.0
OCaml,2021,1,1594,924.0
Dockerfile,2021,1,1560,841.0
Vim script,2021,1,1451,872.0
HCL,2021,1,1354,552.0
CodeQL,2021,1,1143,255.0
R,2021,1,901,1616.0
Jinja,2021,1,794,398.0
Julia,2021,1,733,363.0
Jsonnet,2021,1,729,418.0
Roff,2021,1,689,278.0
Visual Basic .NET,2021,1,654,208.0
Smarty,2021,1,625,
Coq,2021,1,621,221.0
PureScript,2021,1,560,
Fortran,2021,1,541,339.0
PLpgSQL,2021,1,461,678.0
MATLAB,2021,1,461,509.0
WebAssembly,2021,1,456,
F#,2021,1,452,570.0
Puppet,2021,1,439,
TeX,2021,1,425,432.0
BitBake,2021,1,417,
Elm,2021,1,414,
Verilog,2021,1,390,183.0
YAML,2021,1,348,131.0
Assembly,2021,1,320,250.0
XSLT,2021,1,291,165.0
Gherkin,2021,1,284,
Common Lisp,2021,1,277,181.0
TSQL,2021,1,273,350.0
Nim,2021,1,272,308.0
Stylus,2021,1,268,
Crystal,2021,1,265,113.0
JSON,2021,1,264,
CMake,2021,1,257,186.0
Smalltalk,2021,1,241,505.0
Vala,2021,1,234,473.0
mIRC Script,2021,1,230,
Pascal,2021,1,224,374.0
Cuda,2021,1,221,
Xtend,2021,1,185,
BlitzBasic,2021,1,153,
D,2021,1,153,129.0
Markdown,2021,1,149,
Batchfile,2021,1,143,
Objective-C++,2021,1,140,
SaltStack,2021,1,133,
Standard ML,2021,1,118,153.0
PostScript,2021,1,116,
Visual Basic,2021,1,115,
Haxe,2021,1,115,149.0
Raku,2021,1,113,115.0
SourcePawn,2021,1,111,172.0
M4,2021,1,109,
SWIG,2021,1,108,103.0
GLSL,2021,1,101,101.0
Python,2021,2,186461,85788.0
JavaScript,2021,2,185583,73535.0
Java,2021,2,132615,63982.0
TypeScript,2021,2,100302,52747.0
Go,2021,2,85207,44847.0
Ruby,2021,2,76858,13470.0
C++,2021,2,69948,44739.0
PHP,2021,2,51626,29955.0
C#,2021,2,35801,26032.0
C,2021,2,30580,23645.0
HTML,2021,2,26180,7067.0
Scala,2021,2,24851,4143.0
Shell,2021,2,24380,9207.0
Nix,2021,2,17318,2066.0
Kotlin,2021,2,10376,5046.0
CSS,2021,2,9336,2613.0
Dart,2021,2,8378,13126.0
Rust,2021,2,7924,3688.0
Jupyter Notebook,2021,2,6522,2940.0
Swift,2021,2,6084,3938.0
Starlark,2021,2,4753,725.0
Groovy,2021,2,3151,1819.0
Elixir,2021,2,3117,667.0
Objective-C,2021,2,3101,3133.0
DM,2021,2,3054,887.0
SCSS,2021,2,2763,462.0
Vue,2021,2,2596,1325.0
SystemVerilog,2021,2,2282,664.0
Makefile,2021,2,2257,689.0
Lean,2021,2,2192,
Lua,2021,2,2106,2591.0
Perl,2021,2,2076,1839.0
Emacs Lisp,2021,2,2018,1627.0
OCaml,2021,2,1972,1237.0
Clojure,2021,2,1652,847.0
Haskell,2021,2,1618,1185.0
Erlang,2021,2,1575,744.0
Dockerfile,2021,2,1503,721.0
CoffeeScript,2021,2,1420,668.0
HCL,2021,2,1276,543.0
R,2021,2,966,1681.0
PowerShell,2021,2,956,845.0
Vim script,2021,2,941,964.0
CodeQL,2021,2,885,195.0
Julia,2021,2,778,442.0
Roff,2021,2,680,
Jsonnet,2021,2,674,331.0
Jinja,2021,2,673,331.0
Verilog,2021,2,651,204.0
Smarty,2021,2,563,
Puppet,2021,2,537,
MATLAB,2021,2,523,571.0
Fortran,2021,2,481,361.0
YAML,2021,2,464,124.0
F#,2021,2,448,329.0
Visual Basic .NET,2021,2,443,211.0
Coq,2021,2,429,108.0
Elm,2021,2,418,
PLpgSQL,2021,2,405,390.0
BitBake,2021,2,343,
Smalltalk,2021,2,337,511.0
XSLT,2021,2,299,157.0
Gherkin,2021,2,287,
WebAssembly,2021,2,283,
Assembly,2021,2,282,238.0
TeX,2021,2,274,344.0
TSQL,2021,2,271,210.0
Nim,2021,2,264,233.0
Stylus,2021,2,251,
mIRC Script,2021,2,238,
Vala,2021,2,236,489.0
Common Lisp,2021,2,207,147.0
GLSL,2021,2,206,
Markdown,2021,2,187,
Crystal,2021,2,164,
M4,2021,2,156,
Cuda,2021,2,156,148.0
Nunjucks,2021,2,150,503.0
Raku,2021,2,149,140.0
Pawn,2021,2,135,
PureScript,2021,2,121,
CMake,2021,2,118,109.0
Objective-C++,2021,2,115,
QML,2021,2,113,115.0
Python,2021,3,165981,80105.0
JavaScript,2021,3,154656,64938.0
Java,2021,3,122349,55137.0
TypeScript,2021,3,95523,47629.0
Go,2021,3,83631,45439.0
C++,2021,3,62522,41182.0
Ruby,2021,3,62260,10343.0
PHP,2021,3,47088,28113.0
C#,2021,3,32354,23952.0
C,2021,3,26528,21624.0
HTML,2021,3,23541,6683.0
Shell,2021,3,20291,8626.0
Nix,2021,3,19438,1965.0
Scala,2021,3,16275,2864.0
Kotlin,2021,3,9648,4935.0
CSS,2021,3,8242,2611.0
Dart,2021,3,7057,11041.0
Rust,2021,3,6677,3063.0
Swift,2021,3,6611,3626.0
Jupyter Notebook,2021,3,6479,2433.0
Starlark,2021,3,4376,514.0
DM,2021,3,3258,1001.0
Groovy,2021,3,3150,1775.0
Elixir,2021,3,2948,654.0
Objective-C,2021,3,2907,3084.0
SCSS,2021,3,2801,484.0
Lean,2021,3,2434,
Perl,2021,3,2409,1649.0
Vue,2021,3,2281,1098.0
Makefile,2021,3,2211,567.0
OCaml,2021,3,1961,1214.0
SystemVerilog,2021,3,1884,642.0
Clojure,2021,3,1725,713.0
Erlang,2021,3,1569,593.0
Dockerfile,2021,3,1563,781.0
Lua,2021,3,1439,2262.0
Haskell,2021,3,1417,1022.0
Emacs Lisp,2021,3,1355,1689.0
CoffeeScript,2021,3,1280,611.0
HCL,2021,3,1001,375.0
Verilog,2021,3,899,199.0
Vim script,2021,3,872,878.0
CodeQL,2021,3,868,227.0
Jsonnet,2021,3,786,214.0
R,2021,3,767,1419.0
PowerShell,2021,3,720,601.0
Julia,2021,3,653,315.0
Smarty,2021,3,579,
Jinja,2021,3,574,264.0
Roff,2021,3,537,
F#,2021,3,528,496.0
Elm,2021,3,454,
Fortran,2021,3,453,243.0
MATLAB,2021,3,448,346.0
PLpgSQL,2021,3,446,452.0
BitBake,2021,3,445,
Visual Basic .NET,2021,3,410,228.0
Vala,2021,3,384,554.0
YAML,2021,3,378,152.0
WebAssembly,2021,3,369,
Puppet,2021,3,359,
Coq,2021,3,293,
Assembly,2021,3,270,255.0
Stylus,2021,3,267,
Smalltalk,2021,3,266,604.0
TeX,2021,3,257,318.0
XSLT,2021,3,252,101.0
Gherkin,2021,3,249,
mIRC Script,2021,3,211,
Nim,2021,3,190,147.0
TSQL,2021,3,179,209.0
Cuda,2021,3,177,124.0
PureScript,2021,3,171,
JSON,2021,3,166,
Crystal,2021,3,163,
CMake,2021,3,157,118.0
Common Lisp,2021,3,147,127.0
Markdown,2021,3,145,
Objective-C++,2021,3,139,
Batchfile,2021,3,115,
POV-Ray SDL,2021,3,114,
QML,2021,3,111,129.0
Svelte,2021,3,110,
M4,2021,3,107,
Python,2021,4,130149,62837.0
JavaScript,2021,4,102612,50087.0
Java,2021,4,88684,41447.0
TypeScript,2021,4,61047,35268.0
Go,2021,4,59184,32074.0
C++,2021,4,48447,32061.0
Ruby,2021,4,44832,8319.0
PHP,2021,4,38201,22317.0
C#,2021,4,24426,19238.0
C,2021,4,22792,16907.0
Nix,2021,4,17594,1907.0
HTML,2021,4,17216,5050.0
Shell,2021,4,15836,8041.0
Scala,2021,4,14883,2208.0
Kotlin,2021,4,7437,3586.0
Starlark,2021,4,5400,453.0
Dart,2021,4,5042,7782.0
Rust,2021,4,4968,2653.0
Jupyter Notebook,2021,4,4922,1951.0
Swift,2021,4,4709,2766.0
CSS,2021,4,3991,1775.0
Groovy,2021,4,2572,1397.0
Lean,2021,4,2349,
Elixir,2021,4,2262,631.0
DM,2021,4,2180,1404.0
SCSS,2021,4,2082,423.0
Objective-C,2021,4,1754,2328.0
OCaml,2021,4,1745,844.0
Makefile,2021,4,1736,505.0
SystemVerilog,2021,4,1688,534.0
Perl,2021,4,1676,1283.0
Lua,2021,4,1442,1471.0
Erlang,2021,4,1354,517.0
Haskell,2021,4,1353,1043.0
Dockerfile,2021,4,1039,700.0
Clojure,2021,4,1005,587.0
Emacs Lisp,2021,4,997,1326.0
Vue,2021,4,942,689.0
HCL,2021,4,902,307.0
PowerShell,2021,4,827,421.0
